text,intent,category,priority
Formula list for Literature includes cryptography equations,Note,Study,Low
Summary of discussion with Sophia about organic synthesis,Note,Work,Low
Savings plan: save $50 by the end of June,Note,Finance,Medium
"Shopping wishlist: external hard drive, phone, and a new bag",Note,Shopping,Low
Buy orange juice and cheese from the local supermarket,Task,Shopping,Low
Don't forget the tutorial session on cell division at noon,Reminder,Study,Medium
Remember to call Liam about the client contract on tonight,Reminder,Work,Medium
Remind me of the design project status meeting at noon tonight at 8 PM,Reminder,Work,Medium
ASAP: Model name for external hard drive I want to buy: Version 3,Note,Shopping,High
Set a reminder to practice Art History problems,Reminder,Study,Medium
Remind me to check stock prices for AMZN at 5:00 PM,Reminder,Finance,Low
Call Emily to catch up on weekend plans,Task,Personal,Medium
"Shopping wishlist: smartwatch, monitor, and a new bag",Note,Shopping,Low
Medical insurance policy number: 2043,Note,Health,Medium
Summarize the lecture notes on neural networks for History by next week,Todo,Study,Medium
Summary of discussion with Liam about neural networks,Note,Work,Low
Set a reminder for the design sync with Isabella on tonight,Reminder,Work,Medium
Remind me to take my Allergy pills at noon,Reminder,Health,High
Don't forget the group study session for Physics at 2:30 PM on Friday,Reminder,Study,Medium
Don't forget the therapy appointment with Daniel at 4:15 PM,Reminder,Health,High
Useful study resource for Calculus: https://youtube.com/learn,Note,Study,Low
Solve the practice problems in chapter 4 of Chemistry,Task,Study,Medium
Medical insurance policy number: 5032,Note,Health,Medium
Solve the practice problems in chapter 2 of Calculus,Task,Study,Medium
Project details: Apollo aims to rebuild the search engine service,Note,Work,Low
Gift ideas for Sarah: book about genetics or a warm scarf,Note,Shopping,Low
Remind me to buy a birthday card for Chris on next Monday,Reminder,Shopping,Medium
Schedule a quick alignment call with Liam about cryptography,Todo,Work,Medium
Remind me to sign up for the Economics workshop by tomorrow,Reminder,Study,High
Summarize the lecture notes on compiler design for History,Todo,Study,Medium
Don't forget to RSVP to John's dinner invitation,Reminder,Personal,Medium
Research neural networks for the upcoming Computer Science project,Todo,Study,Medium
Schedule a quick alignment call with Emma about photosynthesis,Todo,Work,Medium
Don't forget the therapy appointment with James at 9:00 AM tonight at 8 PM,Reminder,Health,High
Expense breakdown: spent $10 on groceries and $1200 on utilities,Note,Finance,Medium
Savings plan: save $50 by the end of October,Note,Finance,Medium
Study History for 20 hours today,Todo,Study,Medium
Concept definition: data structures is defined as supply and demand curves,Note,Study,Low
Remind me to return the Biology library book by in 3 days,Reminder,Study,Medium
Set a reminder for the auto-debit of Spotify on July 5th,Reminder,Finance,Medium
Remind me to sign up for the Physics workshop by in 3 days,Reminder,Study,High
Remind me to return the History library book by tonight,Reminder,Study,Medium
Remind me to ask James for Economics study guides,Reminder,Study,Low
Remember to call Emily about the client contract on tonight,Reminder,Work,Medium
Formula list for Calculus includes thermodynamics equations,Note,Study,Low
Remind me to ask Sarah for Biology study guides,Reminder,Study,Low
Expense breakdown: spent $15 on groceries and $250 on utilities,Note,Finance,Medium
ASAP: Gift ideas for Daniel: book about cryptography or a warm scarf,Note,Shopping,High
Concept definition: quantum physics is defined as post-modern aesthetics,Note,Study,Low
Savings plan: save $250 by the end of May,Note,Finance,Medium
Research modernism for the upcoming Biology project,Todo,Study,Medium
Study Physics for 3 hours today,Todo,Study,Medium
Buy coffee and pasta from the local supermarket,Task,Shopping,Low
Meeting minutes from legal sync: will double check the figures,Note,Work,Low
Solve the practice problems in chapter 20 of Art History,Task,Study,Medium
Summary of discussion with Olivia about macroeconomics,Note,Work,Low
Don't forget the group study session for Physics at noon on next week,Reminder,Study,Medium
Summary of discussion with Emily about modernism,Note,Work,Low
Set a reminder for the design sync with Michael on next week,Reminder,Work,Medium
Concept definition: cryptography is defined as post-modern aesthetics,Note,Study,Low
Schedule a quick alignment call with Emily about cell division by next week,Todo,Work,Medium
Set a reminder for performance review with Jessica on Friday,Reminder,Work,High
Remind me to buy a birthday card for Olivia on July 5th,Reminder,Shopping,Medium
Don't forget the group study session for Math at 8:00 PM on at 9 PM,Reminder,Study,Medium
Buy spinach and spinach from the local supermarket,Task,Shopping,Low
Useful study resource for Calculus: http://arxiv.org/abs/1234,Note,Study,Low
Movie wishlist: watch the new documentary about ancient civilization,Note,Personal,Low
Don't forget the tutorial session on thermodynamics at 5:00 PM,Reminder,Study,Medium
Read pages 3 to 20 of the History textbook,Todo,Study,Medium
Research ancient civilization for the upcoming Literature project,Todo,Study,Medium
Bucket list ideas: visit San Francisco and learn to play the ukulele,Note,Personal,Low
Model name for headphones I want to buy: Version 3,Note,Shopping,Low
Expense breakdown: spent $15 on groceries and $1200 on utilities,Note,Finance,Medium
Useful study resource for Calculus: https://github.com/trending,Note,Study,Low
Bucket list ideas: visit London and learn to play the flute by next week,Note,Personal,Low
Concept definition: modernism is defined as memory allocation structures,Note,Study,Low
Gift ideas for Alex: book about quantum physics or a warm scarf,Note,Shopping,Low
Schedule a quick alignment call with James about cell division,Todo,Work,Medium
Don't forget the tutorial session on thermodynamics at noon next Monday at noon,Reminder,Study,Medium
Set a reminder for the design sync with Sarah on July 5th,Reminder,Work,Medium
Remind me to sign up for the Calculus workshop by July 5th,Reminder,Study,High
Remember to prepare for the Calculus exam on next Monday,Reminder,Study,High
Don't forget to RSVP to Alex's dinner invitation,Reminder,Personal,Medium
Formula list for Art History includes data structures equations,Note,Study,Low
Remind me to buy a birthday card for Jessica on next Monday,Reminder,Shopping,Medium
ASAP: Concept definition: neural networks is defined as total GDP output,Note,Study,High
Set a reminder for the design sync with Sarah on next week,Reminder,Work,Medium
Research compiler design for the upcoming Biology project,Todo,Study,Medium
Remind me to ask John for Economics study guides,Reminder,Study,Low
Buy orange juice and coffee from the local supermarket,Task,Shopping,Low
Concept definition: macroeconomics is defined as supply and demand curves,Note,Study,Low
Research data structures for the upcoming Calculus project,Todo,Study,Medium
Don't forget the group study session for Physics at 9:00 AM on June 30th,Reminder,Study,Medium
Research industrial revolution for the upcoming Physics project,Todo,Study,Medium
Read pages 4 to 2 of the Literature textbook,Todo,Study,Medium
Watch the tutorial video on linear algebra tomorrow morning,Todo,Study,Low
Study Physics for 12 hours today,Todo,Study,Medium
Buy eggs and bread from the local supermarket,Task,Shopping,Low
Set a reminder for the design sync with David on Friday,Reminder,Work,Medium
Book recommendation list: read books on data structures tomorrow morning,Note,Personal,Low
Don't forget the tutorial session on neural networks at noon,Reminder,Study,Medium
Solve the practice problems in chapter 2 of Physics,Task,Study,Medium
Notes from today's lecture on photosynthesis: will double check the figures,Note,Study,Low
"Shopping wishlist: smartwatch, smartwatch, and a new bag",Note,Shopping,Low
Set a reminder for the design sync with Emily on next Monday,Reminder,Work,Medium
Don't forget the group study session for Biology at 10:30 AM on next week,Reminder,Study,Medium
Remind me to check stock prices for AMZN at 2:30 PM,Reminder,Finance,Low
Gift ideas for Emma: book about quantum physics or a warm scarf,Note,Shopping,Low
Medical insurance policy number: 411 tomorrow morning,Note,Health,Medium
Remind me to call Sophia on their birthday next week,Reminder,Personal,Medium
Remind me to sign up for the Art History workshop by tomorrow,Reminder,Study,High
Remind me to buy a birthday card for Daniel on tomorrow,Reminder,Shopping,Medium
Subscription cost tracker: Adobe Creative Cloud costs $500 per month,Note,Finance,Low
Don't forget the tutorial session on data structures at 9:00 AM,Reminder,Study,Medium
Remind me to ask Olivia for History study guides,Reminder,Study,Low
Bucket list ideas: visit Rome and learn to play the guitar,Note,Personal,Low
ASAP: Subscription cost tracker: Zoom costs $1000 per month,Note,Finance,High
Concept definition: cell division is defined as eigenvalues and eigenvectors,Note,Study,Low
Remind me to sign up for the Chemistry workshop by Friday,Reminder,Study,High
Read pages 20 to 50 of the Biology textbook,Todo,Study,Medium
Remind me to buy a birthday card for Sophia on next week,Reminder,Shopping,Medium
Read pages 4 to 50 of the Computer Science textbook,Todo,Study,Medium
Model name for headphones I want to buy: Version 1,Note,Shopping,Low
Don't forget the therapy appointment with Michael at 2:30 PM,Reminder,Health,High
Remind me to cancel the GitHub subscription before next Monday,Reminder,Finance,High
Schedule a quick alignment call with James about photosynthesis next Monday at noon,Todo,Work,Medium
Remind me to ask John for History study guides,Reminder,Study,Low
Don't forget the group study session for Computer Science at 9:00 AM on this weekend,Reminder,Study,Medium
Schedule a quick alignment call with Olivia about cell division,Todo,Work,Medium
Read pages 12 to 12 of the Biology textbook tonight at 8 PM,Todo,Study,Medium
Notes from today's lecture on compiler design: will double check the figures,Note,Study,Low
Remind me to sign up for the Computer Science workshop by next Monday,Reminder,Study,High
Project details: Falcon aims to rebuild the ui service next Monday at noon,Note,Work,Low
Remind me to cancel the Amazon Prime subscription before this weekend,Reminder,Finance,High
Don't forget the therapy appointment with Sarah at 5:00 PM,Reminder,Health,High
Remind me to buy a birthday card for Michael on Friday,Reminder,Shopping,Medium
Don't forget the tutorial session on compiler design at 4:15 PM,Reminder,Study,Medium
Remind me to check stock prices for TSLA at 2:30 PM,Reminder,Finance,Low
Don't forget the therapy appointment with Liam at 9:00 AM,Reminder,Health,High
Savings plan: save $100 by the end of November,Note,Finance,Medium
Remind me to return the Math library book by June 30th,Reminder,Study,Medium
Study Economics for 3 hours today,Todo,Study,Medium
Medical insurance policy number: 505020,Note,Health,Medium
